Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Cluster,PCA1,PCA2
78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,49,2593,0,0,0,1,0,0,0,0,0,1,1799,1782,0,1,2.8307762578705193,0.7138504813246639
67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,71,2197,0,0,0,1,0,0,0,0,0,1,976,976,0,2,2.2340856666088897,0.8097234446082381
65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,76,2611,0,1,0,0,0,0,0,1,0,0,725,704,0,2,1.8643120450703776,-0.2640757602277605
27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,70,2851,0,0,0,1,0,0,0,1,0,0,40,16,0,3,-2.8358630663170534,1.0585454406932364
48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,59,2385,0,0,0,1,0,0,0,0,1,0,32,32,0,3,-2.076327622503115,-0.4534093994185218
24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,30,2706,0,1,0,0,0,0,1,0,0,0,155,47,0,0,-1.1726070534242303,-0.8664648029949451
64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,35,2833,0,1,0,0,0,0,0,0,0,1,1292,1139,0,2,1.8198011110010133,0.8135275147750362
53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,67,2758,0,0,0,0,1,0,0,1,0,0,1102,994,0,2,2.3628544903684845,1.86501009988077
65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,44,2368,0,1,0,0,0,0,0,1,0,0,916,887,0,1,3.3073707084085844,-1.1232129887568347
81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0,1,3.6405888419754544,-1.951606654448756
34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,28,2532,0,1,0,0,0,0,0,1,0,0,117,97,0,0,-1.9314381656563937,-1.3981753983498466
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,61,2719,1,0,0,0,0,0,0,1,0,0,671,612,0,2,1.7675972408550782,2.0715150800905846
39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,39,2559,0,0,0,1,0,0,0,0,0,1,185,154,1,0,-2.058030701714211,-0.2598618691368026
60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,41,2617,0,0,1,0,0,0,0,1,0,0,852,761,0,1,2.7122077129488487,-0.09036181563675644
48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,56,2411,0,1,0,0,0,0,0,1,0,0,341,335,1,3,-0.9161067340549248,1.9890923624786099
89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,61,2263,0,0,0,1,0,0,0,0,1,0,1869,1814,1,1,4.971068589495326,-1.369121300095622
44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,74,2573,0,0,0,1,0,0,0,0,0,1,345,293,0,2,-0.8661610469867062,2.359498006211769
81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,45,2600,0,0,1,0,0,0,0,0,1,0,2062,2035,0,1,4.560454326856053,-0.8071976797731227
36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,59,2670,0,1,0,0,0,0,0,1,0,0,118,98,0,3,-2.4961395479843755,1.3521530164237419
26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,30,2523,0,0,1,0,0,0,0,1,0,0,31,20,0,0,-3.018592722247204,-1.6031962867303886
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,61,2469,0,0,0,1,0,0,0,1,0,0,702,627,0,1,1.7167683853568871,-1.0510912814390605
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,76,2279,0,1,0,0,0,0,0,0,1,0,1902,1902,2,1,4.246754633898646,-0.6939229572429947
30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,55,2312,1,0,0,0,0,0,0,1,0,0,42,32,0,3,-2.9120647185873505,-0.029833605893938398
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,33,2279,0,0,1,0,0,0,0,0,1,0,1476,1301,1,1,2.753404535107485,-1.3440569713563906
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,29,2476,0,1,0,0,0,0,0,1,0,0,300,242,0,0,-0.6373590196645211,-1.1379033918033628
70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,67,2796,0,1,0,0,0,0,0,1,0,0,1661,1595,2,1,2.580724485464093,0.6668080090586072
25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,33,2818,0,1,0,0,0,0,0,1,0,0,125,40,0,0,-2.0611607237635345,-0.4667384090362966
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,34,2731,0,1,0,0,0,0,0,1,0,0,40,38,0,0,-2.933984671151023,-1.1271040251394737
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,62,2373,0,0,0,1,0,0,0,0,0,1,1279,1267,0,1,2.621693172548142,-0.7630018919038414
50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,43,2180,0,1,0,0,0,0,0,0,1,0,407,372,0,0,0.3216575017932904,-1.859411130332298
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,56,2845,0,0,1,0,0,0,0,1,0,0,1775,1655,0,1,4.329968610318071,-0.33578706191584845
49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,60,2397,0,1,0,0,0,0,0,0,0,1,340,269,0,2,-0.8582822583507005,1.7343278524999548
47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,45,2658,0,0,0,0,1,1,0,0,0,0,460,399,0,2,0.7810592358028785,0.7170216794605022
72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,51,2443,0,0,1,0,0,0,0,1,0,0,1114,1060,0,1,2.8927984725408837,-0.7660959651301541
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,43,2170,0,0,0,1,0,0,0,0,1,0,484,475,1,2,-1.106734158135516,2.0263778891697286
65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,58,2590,0,1,0,0,0,0,0,1,0,0,222,184,0,3,-1.0287195845610781,0.35990665551755613
28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,38,2536,0,0,1,0,0,0,0,1,0,0,40,34,0,0,-2.8101667482229513,-1.1363423015333767
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,69,2603,0,0,0,1,0,0,0,0,1,0,304,289,0,3,-0.964816964194631,1.945856138748613
44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,53,2321,0,0,0,1,0,0,0,1,0,0,89,82,0,3,-1.8742710701085008,-0.5122071263008733
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,53,2293,1,0,0,0,0,0,0,1,0,0,1032,1002,1,1,2.6216155201357925,-1.330067192329152
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,68,2484,0,0,0,1,0,1,0,0,0,0,226,220,0,3,-0.2795205704324854,-0.0402976058363218
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,39,2347,0,0,1,0,0,0,0,0,1,0,50,24,0,0,-2.859729509970459,-0.8146675281662489
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,43,2393,0,0,0,1,0,1,0,0,0,0,32,10,0,0,-2.8856901125353818,-0.5931862711417678
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,51,2851,0,0,0,0,1,0,0,1,0,0,182,163,0,3,-1.353146034880485,0.9297944251174325
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,36,2737,0,0,1,0,0,0,0,0,0,1,304,202,0,0,-1.0452171419438205,-0.2718127299952353
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,38,2485,0,1,0,0,0,0,0,0,0,1,1919,1919,2,1,3.2425017246890997,-0.44041952911166005
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,44,2549,0,0,0,1,0,0,0,1,0,0,608,554,0,2,1.4716166767484586,-0.1863010861371153
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,30,2272,0,1,0,0,0,1,0,0,0,0,35,29,0,0,-2.751825070111128,-1.7683644472022892
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,56,2332,0,0,0,0,1,0,0,1,0,0,1554,1508,0,1,3.8374254029139445,-2.3132316239190303
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,40,2367,0,1,0,0,0,0,0,1,0,0,124,114,0,0,-2.044509644985402,-1.462842807742255
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,52,2313,0,1,0,0,0,0,0,1,0,0,41,13,1,3,-3.058076881522139,0.6522558403197531
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,47,2251,0,1,0,0,0,0,0,0,1,0,20,19,0,3,-3.096037655639507,-0.5969952875087315
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,57,2249,0,0,1,0,0,1,0,0,0,0,36,18,0,3,-2.2896569742880066,-0.6737338486119274
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,31,2241,0,0,1,0,0,0,0,1,0,0,57,23,1,0,-2.789095725917376,-1.5510914622235659
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,49,2301,0,0,1,0,0,0,0,0,0,1,492,458,0,2,-0.16321227748269765,0.83297519577921
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,57,2596,0,1,0,0,0,0,0,1,0,0,120,78,0,0,-1.8349069105757814,-0.4848506912314111
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,71,2394,0,1,0,0,0,0,0,0,1,0,961,914,0,1,3.974306127664165,-1.5271571589856934
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,68,2814,0,0,0,1,0,0,0,1,0,0,225,210,0,3,-1.780204349700551,2.451418693126297
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,42,2644,0,0,1,0,0,0,0,0,0,1,677,559,0,2,1.5112949044030533,-0.32923597956531575
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,38,2609,0,1,0,0,0,0,0,1,0,0,1661,1550,1,1,5.11511778042372,-1.9013587243002097
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0,0,-2.1843076688714063,-0.9907762938231618
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4,1,3.7960477304252302,0.9996068401995748
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,42,2452,0,1,0,0,0,0,0,1,0,0,66,54,0,0,-2.3935039102073934,-1.5602057295648057
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,40,2537,0,0,1,0,0,0,0,1,0,0,1534,1496,0,1,4.833944686189743,-2.532142683186134
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,49,2528,0,0,0,1,0,0,0,0,1,0,758,721,0,2,2.0411691084981713,0.942213912442069
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,1,3.228661090293808,0.29790699441798923
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,57,2395,1,0,0,0,0,0,0,0,0,1,307,283,0,3,-0.42600395949472236,0.2264835789064525
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,70,2181,0,0,0,1,0,0,0,0,0,1,225,185,0,3,-0.8822836479416686,0.20919817887678022
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,58,2730,0,0,1,0,0,0,0,1,0,0,1023,981,0,2,1.142999114765994,2.0670013356817964
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,69,2454,0,0,0,1,0,0,0,0,1,0,10,9,0,3,-2.8664291336787904,-0.22594909404598876
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,41,2518,0,0,1,0,0,0,0,1,0,0,17,13,0,3,-2.340432236234057,-0.570509636122568
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,50,2728,0,0,0,1,0,0,0,1,0,0,16,15,0,3,-2.965034507853946,-0.044362165213173314
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,46,2814,0,1,0,0,0,0,0,1,0,0,263,157,0,2,-0.6357718347656082,1.7974767579259225
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,52,2312,0,1,0,0,0,0,0,0,0,1,37,36,0,3,-2.943774604880871,-0.237690718636437
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,42,2448,0,0,1,0,0,1,0,0,0,0,153,129,0,0,-2.1229422843783445,-0.462036720649014
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,50,2491,0,0,0,1,0,0,0,0,0,1,259,239,0,3,-0.7405375310358798,0.22797583551733397
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,39,2429,0,1,0,0,0,0,0,0,1,0,62,62,0,0,-2.8554866109940282,-1.0397910436184379
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,43,2673,0,1,0,0,0,0,0,0,0,1,1206,1182,3,2,1.2929797152743598,1.5783288374018487
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,52,2248,0,1,0,0,0,0,0,1,0,0,152,122,0,3,-2.099451526199431,0.39685040147061335
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,50,2469,0,1,0,0,0,0,0,1,0,0,42,35,0,3,-3.200675488708006,0.7911637777699551
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,54,2445,0,0,0,1,0,0,0,0,0,1,67,59,0,3,-2.334073976430494,-0.04341216709274797
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,64,2514,0,0,0,1,0,0,0,0,1,0,223,219,0,3,-1.6793334167067848,1.854385204856283
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,46,2755,0,1,0,0,0,0,0,0,0,1,213,211,1,3,-1.9624623815869577,1.4599063137366326
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,53,2411,0,0,0,1,0,1,0,0,0,0,37,27,0,3,-2.7413891482032806,-0.24512173378901783
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,69,2599,0,1,0,0,0,0,0,0,1,0,91,39,0,3,-1.7565437367276728,-0.35620515431441996
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,37,2246,0,0,0,1,0,0,0,1,0,0,53,51,0,0,-2.747894342495616,-1.5202919382963571
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,49,2231,0,0,0,1,0,1,0,0,0,0,54,45,0,3,-2.54991467615351,-0.11982358586978786
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,65,2803,0,0,0,0,1,0,0,1,0,0,1643,1419,3,1,4.328399847953207,0.5666575525321896
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,59,2447,0,1,0,0,0,0,0,0,1,0,600,589,0,2,1.4083746438719553,-0.01742703435351488
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,65,2202,0,0,0,1,0,0,0,1,0,0,443,413,1,2,-0.5150000562038239,1.4226691278949388
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,61,2472,0,0,0,1,0,0,0,1,0,0,33,11,0,3,-1.9522322231006577,-1.2350468810899935
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,36,2784,0,0,1,0,0,0,0,0,0,1,64,47,0,0,-2.5678708729094994,-0.7330023161138677
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,45,2723,0,1,0,0,0,0,0,0,1,0,2066,2046,2,1,6.517866114702881,-2.315055438144899
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,55,2390,0,0,1,0,0,0,0,0,1,0,1313,1148,0,1,4.972977794751712,-2.119367990247719
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,43,2309,0,0,0,1,0,0,0,1,0,0,33,17,0,0,-2.552464463217066,-2.0164301225542482
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,48,2450,0,1,0,0,0,0,0,0,0,1,382,382,0,2,0.4998890970544587,-1.7389602804425035
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,45,2442,0,0,0,1,0,0,0,0,1,0,39,9,0,0,-2.8474406736846665,-0.6387090895778228
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,51,2770,1,0,0,0,0,0,0,1,0,0,54,41,0,0,-2.7155641974131854,-0.6565372547487199
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,51,2412,0,1,0,0,0,0,0,0,1,0,28,26,0,3,-2.9757544440568044,-0.02822239713910645
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,42,2549,0,1,0,0,0,1,0,0,0,0,48,33,0,0,-2.5894167806123316,-0.8033199820969437
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,39,2840,0,0,0,1,0,0,0,1,0,0,75,71,0,0,-2.6713685379738115,7.934843690639114e-05
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,59,2652,0,0,1,0,0,0,0,1,0,0,38,34,0,3,-2.4688062546093796,0.18606053669985753
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,60,2826,0,0,0,1,0,0,0,1,0,0,720,621,0,2,1.427199210575402,2.0350277563720036
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,65,2444,0,0,1,0,0,0,0,1,0,0,1097,1043,0,1,2.865638079586903,-1.3832439623534327
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,72,2726,0,1,0,0,0,0,0,0,0,1,545,496,0,2,0.42169431463291235,2.8633121131345316
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,54,2678,0,0,0,1,0,0,0,0,1,0,115,101,0,3,-2.2388505404328436,1.1880156390234553
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,34,2706,0,0,1,0,0,0,0,0,1,0,149,85,0,0,-2.631339094313638,0.5039474642020804
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,64,2634,1,0,0,0,0,0,0,1,0,0,27,26,0,3,-3.400620614954352,0.10826111661687365
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,2770,0,1,0,0,0,0,1,0,0,0,34,23,0,3,-2.4169250508243096,0.24700494006097193
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,55,2212,0,1,0,0,0,0,0,1,0,0,1171,1149,1,1,2.6114375364271347,-1.4417913710314436
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,51,2473,0,0,1,0,0,0,0,0,1,0,228,188,0,0,-1.212234806132996,-0.5944022538554993
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,76,2505,0,0,0,0,1,0,0,0,1,0,256,246,0,3,-0.5188355396721145,-0.539621970441742
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,47,2724,0,1,0,0,0,0,1,0,0,0,22,7,0,0,-3.0517764281981377,-0.8481869552453206
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,51,2756,0,0,1,0,0,0,0,0,0,1,841,800,0,2,2.091624879520336,0.3299732451889947
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,46,2497,0,1,0,0,0,0,0,1,0,0,349,325,0,3,-1.2883875602023707,1.4743862583179734
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,0,0,1,0,0,0,0,0,1,0,32,29,0,3,-3.4604601065956797,0.29124555765773225
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,2627,0,0,0,0,1,0,0,1,0,0,32,22,0,3,-2.2575802822053297,-0.6985153403423955
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,60,2840,0,1,0,0,0,0,0,0,1,0,300,274,0,2,-0.5983736039911538,1.2054451446064545
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,59,2512,0,1,0,0,0,0,0,0,0,1,389,374,0,2,-0.6185435082279291,1.4406629754108564
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,49,2509,0,0,1,0,0,0,0,1,0,0,63,31,0,0,-2.021488177145502,-1.0193144495616133
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,71,2270,0,0,0,0,1,0,0,1,0,0,904,869,2,1,1.6618144717748236,-1.062183763869464
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,42,2342,0,0,1,0,0,1,0,0,0,0,31,29,0,0,-2.861321144856778,-1.6157690012969217
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,65,2550,0,1,0,0,0,1,0,0,0,0,874,767,1,1,2.7491988496907465,-0.4475059087829098
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,44,2684,0,1,0,0,0,0,0,1,0,0,30,24,0,0,-3.0047310780493484,-0.7654513516496826
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,45,2550,0,0,1,0,0,0,0,1,0,0,1047,857,0,1,3.9452186635410142,-0.1506456985722399
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,60,2805,0,0,0,1,0,0,0,1,0,0,1808,1791,0,1,4.312418563565014,3.1812331172995645
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,43,2820,1,0,0,0,0,0,0,0,0,1,95,87,0,0,-2.6729939796661424,0.9582478552953464
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,43,2717,0,0,1,0,0,0,0,1,0,0,188,185,0,0,-2.3886859877425493,0.11687747476659789
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,50,2381,0,1,0,0,0,0,0,0,0,1,1556,1526,0,1,2.5542106302776695,0.4361469472083241
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,62,2175,0,0,0,1,0,0,0,0,0,1,909,855,0,1,1.596896274548259,-1.517401771343801
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,60,2293,0,0,1,0,0,1,0,0,0,0,63,33,1,0,-1.9031111455888647,-1.1064890538656622
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,47,2596,0,0,1,0,0,0,0,1,0,0,1508,1429,0,1,4.46313498411758,-1.2774038359771775
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,58,2270,1,0,0,0,0,0,0,1,0,0,15,14,0,3,-3.3618397666978095,-0.5830225216270165
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,68,2549,0,0,1,0,0,0,0,1,0,0,1212,1049,0,1,4.516325269630554,0.537144558092268
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,58,2696,0,1,0,0,0,0,0,1,0,0,345,297,0,2,0.5393408334110297,0.11088625648077216
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,70,2798,1,0,0,0,0,0,0,0,1,0,1408,1339,0,2,2.7947874084980913,3.0600865781481135
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,49,2394,0,1,0,0,0,0,0,1,0,0,1106,1033,1,2,2.2697806974105372,0.23393701365478203
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,72,2206,0,0,0,1,0,0,0,0,0,1,1322,1296,0,1,3.1145954227841934,-1.1409332936511924
